token,freq,n_folios,length,first_char,last_char,in_label_pct,in_paragraph_pct,A_pct,B_pct,dominant_section,dominant_section_pct,is_hapax,specificity,cluster,top_anchors,category
chok,5,5,4,c,k,0.0,0.6,0.8,0.0,herbal,0.8,False,0.8,29,"has_moon_face(npmi=+0.70, n=1) | n_concentric_rings(npmi=+0.12, n=1) | has_radial_symmetry(npmi=+0.10, n=1)",[body] herbal/recipes | has_central_object+has_T_O_diagram
kshey,5,5,5,k,y,0.0,1.0,0.6,0.35714285714285715,herbal,0.6,False,0.6,28,"n_pipes(npmi=+0.20, n=1) | n_pools(npmi=+0.18, n=1) | n_nymphs(npmi=+0.16, n=1)",[body] herbal/recipes | has_moon_face+n_petals
chopchy,5,4,7,c,y,0.0,0.8,0.4,0.37037037037037035,herbal,0.4,False,0.4,26,"n_human_figures(npmi=+0.29, n=1) | n_concentric_rings(npmi=+0.17, n=1) | n_paragraphs(npmi=+0.15, n=1)",[body] recipes/herbal | has_central_star+has_moon_face
shoty,5,5,5,s,y,0.0,0.8,0.8,0.0,herbal,0.6,False,0.6,2,"n_human_figures(npmi=+0.24, n=1) | n_concentric_rings(npmi=+0.12, n=1) | n_paragraphs(npmi=+0.11, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
keo,5,5,3,k,o,0.0,1.0,0.6,0.17857142857142858,recipes,0.4,False,0.4,29,"n_stars(npmi=+0.34, n=3) | has_sun_face(npmi=+0.58, n=1) | has_star_motif(npmi=+0.58, n=1)",[body] herbal/recipes | has_central_object+has_T_O_diagram
chochy,5,5,6,c,y,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0,2,"n_distinct_objects(npmi=+0.04, n=5)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
qos,5,4,3,q,s,0.0,1.0,0.4,0.5555555555555555,recipes,0.6,False,0.6,3,"n_paragraphs(npmi=+0.32, n=2) | n_decorative_motifs(npmi=+0.31, n=2) | n_stars(npmi=+0.27, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
keeo,5,5,4,k,o,0.0,1.0,0.8,0.1724137931034483,herbal,0.4,False,0.4,29,"n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2) | n_stars(npmi=+0.23, n=2)",[body] herbal/recipes | has_central_object+has_T_O_diagram
cheocthy,5,4,8,c,y,0.2,0.8,0.4,0.5555555555555555,herbal,0.4,False,0.4,28,"n_containers(npmi=+0.27, n=1) | has_container(npmi=+0.24, n=1) | n_plant_fragments(npmi=+0.23, n=1)",[body] herbal/recipes | has_moon_face+n_petals
cholal,5,5,6,c,l,0.0,0.6,0.2,0.3846153846153846,herbal,0.4,False,0.4,3,"has_moon_face(npmi=+0.70, n=1) | n_concentric_rings(npmi=+0.29, n=2) | has_radial_symmetry(npmi=+0.26, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
soiiin,5,5,6,s,n,0.0,1.0,0.6,0.35714285714285715,biological,0.4,False,0.4,3,"n_nymphs(npmi=+0.33, n=2) | has_water(npmi=+0.32, n=2) | has_human_figure(npmi=+0.23, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
chotain,5,4,7,c,n,0.0,1.0,0.2,0.7692307692307692,recipes,0.8,False,0.8,28,"n_paragraphs(npmi=+0.44, n=3) | n_decorative_motifs(npmi=+0.43, n=3) | n_stars(npmi=+0.39, n=3)",[body] herbal/recipes | has_moon_face+n_petals
n,5,5,1,n,n,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0,2,"n_distinct_objects(npmi=+0.04, n=5)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
orchey,5,5,6,o,y,0.0,1.0,0.4,0.5555555555555555,biological,0.4,False,0.4,28,"n_pools(npmi=+0.35, n=2) | n_nymphs(npmi=+0.33, n=2) | has_water(npmi=+0.32, n=2)",[body] herbal/recipes | has_moon_face+n_petals
opchor,5,5,6,o,r,0.2,0.8,0.6,0.35714285714285715,herbal,0.4,False,0.4,28,"fragments_are_whole_plants(npmi=+0.58, n=1) | n_containers(npmi=+0.23, n=1) | has_container(npmi=+0.20, n=1)",[body] herbal/recipes | has_moon_face+n_petals
chodal,5,4,6,c,l,0.0,0.8,0.2,0.5769230769230769,recipes,0.6,False,0.6,28,"has_moon_face(npmi=+0.74, n=1) | n_stars(npmi=+0.39, n=3) | n_paragraphs(npmi=+0.32, n=2)",[body] herbal/recipes | has_moon_face+n_petals
okos,5,5,4,o,s,0.4,0.4,0.4,0.18518518518518517,herbal,0.4,False,0.4,3,"has_moon_face(npmi=+0.70, n=1) | n_rays(npmi=+0.58, n=1) | n_labels(npmi=+0.26, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
pchodaiin,5,5,9,p,n,0.0,1.0,0.8,0.1724137931034483,herbal,0.6,False,0.6,29,"n_containers(npmi=+0.23, n=1) | has_container(npmi=+0.20, n=1) | n_plant_fragments(npmi=+0.19, n=1)",[body] herbal/recipes | has_central_object+has_T_O_diagram
choraiin,5,5,8,c,n,0.0,0.8,0.6,0.17857142857142858,herbal,0.6,False,0.6,2,"n_human_figures(npmi=+0.24, n=1) | n_containers(npmi=+0.23, n=1) | n_labels(npmi=+0.15, n=2)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
qoain,5,5,5,q,n,0.0,1.0,0.2,0.7692307692307692,herbal,0.4,False,0.4,21,"n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2) | n_stars(npmi=+0.23, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
da,5,5,2,d,a,0.0,1.0,0.8,0.1724137931034483,herbal,0.6,False,0.6,2,"n_rows(npmi=+0.32, n=1) | n_containers(npmi=+0.23, n=1) | has_container(npmi=+0.20, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
sshey,5,5,5,s,y,0.0,1.0,0.4,0.5555555555555555,biological,0.4,False,0.4,19,"n_pools(npmi=+0.35, n=2) | n_nymphs(npmi=+0.33, n=2) | has_water(npmi=+0.32, n=2)",[body] recipes/biological | has_moon_face+has_central_object
cheokeey,5,5,8,c,y,0.0,1.0,0.4,0.5555555555555555,recipes,0.6,False,0.6,3,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
ypchey,5,4,6,y,y,0.0,0.6,0.4,0.5555555555555555,cosmological,0.4,False,0.4,26,"has_star_motif(npmi=+0.62, n=1) | n_labels(npmi=+0.20, n=2) | n_containers(npmi=+0.27, n=1)",[body] recipes/herbal | has_central_star+has_moon_face
olcheol,5,5,7,o,l,0.0,1.0,0.6,0.35714285714285715,pharmaceutical,0.4,False,0.4,28,"n_rows(npmi=+0.51, n=2) | n_containers(npmi=+0.41, n=2) | fragments_are_whole_plants(npmi=+0.58, n=1)",[body] herbal/recipes | has_moon_face+n_petals
tsho,5,5,4,t,o,0.0,1.0,0.8,0.1724137931034483,herbal,0.8,False,0.8,2,"n_paragraphs(npmi=+0.11, n=1) | n_decorative_motifs(npmi=+0.10, n=1) | n_stars(npmi=+0.07, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
okcheey,5,5,7,o,y,0.0,1.0,0.2,0.7692307692307692,recipes,0.6,False,0.6,26,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)",[body] recipes/herbal | has_central_star+has_moon_face
@170;,5,1,5,@,;,0.0,0.0,0.0,0.0,cosmological,1.0,False,1.0,6,"n_concentric_rings(npmi=+0.42, n=1) | has_radial_symmetry(npmi=+0.40, n=1) | has_circular_structure(npmi=+0.39, n=1)",[body] cosmological/herbal | has_marginal_annotation+fragments_are_whole_plants
ykchol,5,4,6,y,l,0.0,1.0,0.8,0.1724137931034483,herbal,0.8,False,0.8,3,"n_rows(npmi=+0.36, n=1) | n_containers(npmi=+0.27, n=1) | has_container(npmi=+0.24, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
shosaiin,5,5,8,s,n,0.0,1.0,0.6,0.35714285714285715,herbal,0.6,False,0.6,28,"n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2) | n_stars(npmi=+0.23, n=2)",[body] herbal/recipes | has_moon_face+n_petals
cholody,5,5,7,c,y,0.0,1.0,0.8,0.1724137931034483,herbal,0.8,False,0.8,29,"fragments_are_whole_plants(npmi=+0.58, n=1) | n_rows(npmi=+0.32, n=1) | n_containers(npmi=+0.23, n=1)",[body] herbal/recipes | has_central_object+has_T_O_diagram
shd,5,5,3,s,d,0.0,0.8,0.2,0.7692307692307692,herbal,0.6,False,0.6,10,"n_concentric_rings(npmi=+0.12, n=1) | n_paragraphs(npmi=+0.11, n=1) | n_decorative_motifs(npmi=+0.10, n=1)",[body] herbal/recipes | has_central_object+spiral_turns
ochol,5,5,5,o,l,0.2,0.6,0.6,0.0,herbal,0.6,False,0.6,28,"n_concentric_rings(npmi=+0.29, n=2) | has_radial_symmetry(npmi=+0.26, n=2) | has_circular_structure(npmi=+0.25, n=2)",[body] herbal/recipes | has_moon_face+n_petals
qokoiin,5,5,7,q,n,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0,2,"n_distinct_objects(npmi=+0.04, n=5)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
qoto,5,5,4,q,o,0.0,1.0,0.6,0.35714285714285715,herbal,0.6,False,0.6,2,"n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2) | n_stars(npmi=+0.23, n=2)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
tcho,5,5,4,t,o,0.0,1.0,0.6,0.35714285714285715,herbal,0.8,False,0.8,13,"n_pipes(npmi=+0.20, n=1) | n_pools(npmi=+0.18, n=1) | n_nymphs(npmi=+0.16, n=1)",[body] herbal | has_moon_face+n_petals
dalchedy,5,4,8,d,y,0.0,1.0,0.0,1.0,biological,0.4,False,0.4,3,"n_pipes(npmi=+0.43, n=2) | n_pools(npmi=+0.40, n=2) | n_nymphs(npmi=+0.38, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
opchol,5,5,6,o,l,0.0,1.0,0.8,0.1724137931034483,herbal,0.8,False,0.8,2,"n_paragraphs(npmi=+0.11, n=1) | n_decorative_motifs(npmi=+0.10, n=1) | n_stars(npmi=+0.07, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
oldar,5,5,5,o,r,0.2,0.6,0.6,0.35714285714285715,herbal,0.6,False,0.6,3,"n_rows(npmi=+0.32, n=1) | n_containers(npmi=+0.23, n=1) | n_labels(npmi=+0.15, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
shekal,5,5,6,s,l,0.2,0.6,0.0,0.6,biological,0.2,False,0.2,26,"has_central_star(npmi=+0.70, n=1) | n_concentric_rings(npmi=+0.29, n=2) | has_radial_symmetry(npmi=+0.26, n=2)",[body] recipes/herbal | has_central_star+has_moon_face
oiir,5,5,4,o,r,0.0,1.0,0.8,0.1724137931034483,herbal,0.4,False,0.4,29,"n_plant_fragments(npmi=+0.37, n=2) | n_rows(npmi=+0.32, n=1) | n_containers(npmi=+0.23, n=1)",[body] herbal/recipes | has_central_object+has_T_O_diagram
cholky,5,5,6,c,y,0.0,1.0,0.0,1.0,herbal,0.8,False,0.8,22,"n_paragraphs(npmi=+0.11, n=1) | n_decorative_motifs(npmi=+0.10, n=1) | n_stars(npmi=+0.07, n=1)",[body] recipes/biological | has_central_star+has_T_O_diagram
shekeey,5,4,7,s,y,0.0,1.0,0.2,0.3846153846153846,astronomical,0.4,False,0.4,28,"n_petals(npmi=+0.74, n=1) | n_labels(npmi=+0.20, n=2) | n_pipes(npmi=+0.24, n=1)",[body] herbal/recipes | has_moon_face+n_petals
oro,5,5,3,o,o,0.2,0.8,0.6,0.35714285714285715,herbal,0.4,False,0.4,26,"n_rows(npmi=+0.32, n=1) | n_containers(npmi=+0.23, n=1) | has_container(npmi=+0.20, n=1)",[body] recipes/herbal | has_central_star+has_moon_face
shcthey,5,5,7,s,y,0.0,1.0,0.0,0.8,biological,0.4,False,0.4,19,"n_petals(npmi=+0.70, n=1) | n_nymphs(npmi=+0.33, n=2) | has_water(npmi=+0.32, n=2)",[body] recipes/biological | has_moon_face+has_central_object
qop,5,5,3,q,p,0.0,1.0,0.4,0.5555555555555555,herbal,0.6,False,0.6,3,"n_pipes(npmi=+0.20, n=1) | n_pools(npmi=+0.18, n=1) | n_nymphs(npmi=+0.16, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
chocthey,5,4,8,c,y,0.0,1.0,0.8,0.1724137931034483,pharmaceutical,0.6,False,0.6,29,"n_containers(npmi=+0.46, n=2) | fragments_are_whole_plants(npmi=+0.62, n=1) | has_container(npmi=+0.43, n=2)",[body] herbal/recipes | has_central_object+has_T_O_diagram
chokol,5,5,6,c,l,0.0,0.6,0.6,0.0,pharmaceutical,0.4,False,0.4,3,"has_container(npmi=+0.51, n=3) | n_rows(npmi=+0.51, n=2) | has_moon_face(npmi=+0.70, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
kcho,5,5,4,k,o,0.0,1.0,1.0,0.0,herbal,0.8,False,0.8,2,"has_star_motif(npmi=+0.58, n=1) | n_containers(npmi=+0.23, n=1) | has_container(npmi=+0.20, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
qofchedy,5,5,8,q,y,0.0,1.0,0.0,1.0,recipes,0.8,False,0.8,19,"n_paragraphs(npmi=+0.49, n=4) | n_decorative_motifs(npmi=+0.48, n=4) | n_stars(npmi=+0.44, n=4)",[body] recipes/biological | has_moon_face+has_central_object
rair,5,4,4,r,r,0.0,1.0,0.0,1.0,recipes,0.8,False,0.8,3,"n_paragraphs(npmi=+0.44, n=3) | n_decorative_motifs(npmi=+0.43, n=3) | n_stars(npmi=+0.39, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
dody,5,5,4,d,y,0.0,0.8,0.6,0.35714285714285715,herbal,0.6,False,0.6,2,"n_concentric_rings(npmi=+0.12, n=1) | n_paragraphs(npmi=+0.11, n=1) | n_decorative_motifs(npmi=+0.10, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
okaldy,5,4,6,o,y,0.2,0.8,0.4,0.37037037037037035,herbal,0.4,False,0.4,10,"n_human_figures(npmi=+0.29, n=1) | n_concentric_rings(npmi=+0.17, n=1) | n_paragraphs(npmi=+0.15, n=1)",[body] herbal/recipes | has_central_object+spiral_turns
chocphy,5,5,7,c,y,0.0,0.8,0.6,0.17857142857142858,herbal,0.4,False,0.4,28,"has_moon_face(npmi=+0.70, n=1) | n_stars(npmi=+0.23, n=2) | n_containers(npmi=+0.23, n=1)",[body] herbal/recipes | has_moon_face+n_petals
qokaldy,5,5,7,q,y,0.0,1.0,0.0,1.0,herbal,0.4,False,0.4,19,"has_marginal_annotation(npmi=+0.50, n=1) | n_pipes(npmi=+0.20, n=1) | n_pools(npmi=+0.18, n=1)",[body] recipes/biological | has_moon_face+has_central_object
sheo@152;y,5,5,10,s,y,0.0,1.0,0.4,0.5555555555555555,herbal,0.6,False,0.6,26,"n_rows(npmi=+0.32, n=1) | n_plant_fragments(npmi=+0.19, n=1) | n_paragraphs(npmi=+0.11, n=1)",[body] recipes/herbal | has_central_star+has_moon_face
olam,5,5,4,o,m,0.0,1.0,0.0,1.0,recipes,0.8,False,0.8,21,"n_paragraphs(npmi=+0.49, n=4) | n_decorative_motifs(npmi=+0.48, n=4) | n_stars(npmi=+0.44, n=4)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
tcheo,5,5,5,t,o,0.0,1.0,0.2,0.7692307692307692,herbal,0.4,False,0.4,3,"has_marginal_annotation(npmi=+0.50, n=1) | n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
@152;aly,5,4,8,@,y,0.0,1.0,0.4,0.5555555555555555,recipes,0.4,False,0.4,3,"has_marginal_annotation(npmi=+0.54, n=1) | n_pools(npmi=+0.22, n=1) | n_nymphs(npmi=+0.20, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
dal@152;y,5,5,9,d,y,0.0,1.0,0.4,0.5555555555555555,biological,0.6,False,0.6,28,"n_pools(npmi=+0.48, n=3) | n_nymphs(npmi=+0.45, n=3) | has_water(npmi=+0.44, n=3)",[body] herbal/recipes | has_moon_face+n_petals
cheedaiin,5,4,9,c,n,0.0,0.8,0.0,1.0,recipes,0.8,False,0.8,21,"n_paragraphs(npmi=+0.44, n=3) | n_decorative_motifs(npmi=+0.43, n=3) | n_stars(npmi=+0.39, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
qolkain,5,5,7,q,n,0.0,0.8,0.0,1.0,biological,0.8,False,0.8,22,"n_nymphs(npmi=+0.56, n=4) | has_water(npmi=+0.55, n=4) | has_human_figure(npmi=+0.44, n=4)",[body] recipes/biological | has_central_star+has_T_O_diagram
olkeeo,5,5,6,o,o,0.0,1.0,0.0,1.0,recipes,0.6,False,0.6,3,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
pchody,5,5,6,p,y,0.0,0.6,0.4,0.37037037037037035,recipes,0.6,False,0.6,28,"n_stars(npmi=+0.44, n=4) | has_moon_face(npmi=+0.70, n=1) | n_paragraphs(npmi=+0.39, n=3)",[body] herbal/recipes | has_moon_face+n_petals
chekeey,5,5,7,c,y,0.0,1.0,0.6,0.17857142857142858,pharmaceutical,0.6,False,0.6,29,"n_plant_fragments(npmi=+0.49, n=3) | n_containers(npmi=+0.41, n=2) | has_sun_face(npmi=+0.58, n=1)",[body] herbal/recipes | has_central_object+has_T_O_diagram
@221;kar,5,5,8,@,r,0.0,0.8,0.2,0.7692307692307692,herbal,0.4,False,0.4,21,"n_pipes(npmi=+0.20, n=1) | n_pools(npmi=+0.18, n=1) | n_nymphs(npmi=+0.16, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
a{ith}y,5,5,7,a,y,0.0,1.0,0.2,0.7692307692307692,recipes,0.4,False,0.4,28,"has_star_motif(npmi=+0.58, n=1) | n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2)",[body] herbal/recipes | has_moon_face+n_petals
alshey,5,5,6,a,y,0.0,0.6,0.0,0.6,herbal,0.4,False,0.4,3,"has_central_star(npmi=+0.70, n=1) | n_human_figures(npmi=+0.43, n=2) | n_concentric_rings(npmi=+0.29, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
dche@152;y,5,5,10,d,y,0.0,1.0,0.0,1.0,herbal,0.4,False,0.4,19,"n_pipes(npmi=+0.20, n=1) | n_pools(npmi=+0.18, n=1) | n_nymphs(npmi=+0.16, n=1)",[body] recipes/biological | has_moon_face+has_central_object
chke@152;y,5,5,10,c,y,0.0,1.0,0.0,1.0,biological,0.6,False,0.6,19,"n_nymphs(npmi=+0.45, n=3) | has_water(npmi=+0.44, n=3) | has_human_figure(npmi=+0.34, n=3)",[body] recipes/biological | has_moon_face+has_central_object
ytchdy,5,5,6,y,y,0.0,1.0,0.2,0.7692307692307692,herbal,0.4,False,0.4,28,"n_concentric_rings(npmi=+0.12, n=1) | n_paragraphs(npmi=+0.11, n=1) | n_decorative_motifs(npmi=+0.10, n=1)",[body] herbal/recipes | has_moon_face+n_petals
pcheody,5,5,7,p,y,0.0,1.0,0.2,0.7692307692307692,recipes,0.6,False,0.6,10,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)",[body] herbal/recipes | has_central_object+spiral_turns
podaiin,5,5,7,p,n,0.0,1.0,0.4,0.5555555555555555,herbal,0.6,False,0.6,28,(no positive PMI anchor),[body] herbal/recipes | has_moon_face+n_petals
qotaly,5,5,6,q,y,0.0,1.0,0.0,1.0,recipes,0.6,False,0.6,21,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
otary,5,5,5,o,y,0.4,0.6,0.4,0.37037037037037035,recipes,0.4,False,0.4,10,"has_central_star(npmi=+0.70, n=1) | n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2)",[body] herbal/recipes | has_central_object+spiral_turns
ykeo@152;y,5,5,10,y,y,0.2,0.6,0.4,0.18518518518518517,herbal,0.4,False,0.4,26,"n_labels(npmi=+0.26, n=3) | n_concentric_rings(npmi=+0.29, n=2) | has_radial_symmetry(npmi=+0.26, n=2)",[body] recipes/herbal | has_central_star+has_moon_face
alody,5,5,5,a,y,0.0,0.8,0.0,1.0,recipes,0.4,False,0.4,26,"n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2) | n_stars(npmi=+0.23, n=2)",[body] recipes/herbal | has_central_star+has_moon_face
ytch@152;y,5,5,10,y,y,0.0,1.0,0.0,1.0,herbal,1.0,False,1.0,3,"n_distinct_objects(npmi=+0.04, n=5)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
ok@221;l,5,5,8,o,l,0.2,0.6,0.2,0.3846153846153846,herbal,0.4,False,0.4,28,"n_concentric_rings(npmi=+0.29, n=2) | has_radial_symmetry(npmi=+0.26, n=2) | has_circular_structure(npmi=+0.25, n=2)",[body] herbal/recipes | has_moon_face+n_petals
rcheey,5,4,6,r,y,0.0,0.8,0.2,0.7692307692307692,recipes,0.6,False,0.6,19,"n_paragraphs(npmi=+0.32, n=2) | n_decorative_motifs(npmi=+0.31, n=2) | n_stars(npmi=+0.27, n=2)",[body] recipes/biological | has_moon_face+has_central_object
okch@152;y,5,5,10,o,y,0.2,0.4,0.0,0.6,astronomical,0.2,False,0.2,26,"n_stars(npmi=+0.34, n=3) | n_rays(npmi=+0.58, n=1) | n_labels(npmi=+0.15, n=2)",[body] recipes/herbal | has_central_star+has_moon_face
qokeos,5,5,6,q,s,0.0,1.0,0.8,0.1724137931034483,herbal,0.4,False,0.4,29,"n_plant_fragments(npmi=+0.37, n=2) | n_containers(npmi=+0.23, n=1) | n_labels(npmi=+0.15, n=2)",[body] herbal/recipes | has_central_object+has_T_O_diagram
ch@221;l,5,5,8,c,l,0.0,0.6,0.2,0.3846153846153846,cosmological,0.4,False,0.4,28,"n_rays_or_petals(npmi=+0.66, n=2) | n_concentric_rings(npmi=+0.29, n=2) | has_radial_symmetry(npmi=+0.26, n=2)",[body] herbal/recipes | has_moon_face+n_petals
ctheody,5,5,7,c,y,0.0,1.0,1.0,0.0,herbal,0.6,False,0.6,2,"n_containers(npmi=+0.41, n=2) | has_star_motif(npmi=+0.58, n=1) | has_container(npmi=+0.38, n=2)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
she@152;aiin,5,5,12,s,n,0.0,0.8,0.0,1.0,biological,0.2,False,0.2,3,"n_nymphs(npmi=+0.16, n=1) | has_water(npmi=+0.15, n=1) | n_concentric_rings(npmi=+0.12, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
cheodain,5,5,8,c,n,0.0,1.0,0.2,0.7692307692307692,recipes,0.8,False,0.8,22,"n_paragraphs(npmi=+0.49, n=4) | n_decorative_motifs(npmi=+0.48, n=4) | n_stars(npmi=+0.44, n=4)",[body] recipes/biological | has_central_star+has_T_O_diagram
chol@152;y,5,4,10,c,y,0.0,1.0,1.0,0.0,pharmaceutical,0.6,False,0.6,28,"n_containers(npmi=+0.46, n=2) | has_star_motif(npmi=+0.62, n=1) | has_container(npmi=+0.43, n=2)",[body] herbal/recipes | has_moon_face+n_petals
ckheody,5,4,7,c,y,0.0,1.0,1.0,0.0,herbal,1.0,False,1.0,28,"n_distinct_objects(npmi=+0.04, n=4)",[body] herbal/recipes | has_moon_face+n_petals
shekchy,5,5,7,s,y,0.2,0.6,0.0,0.6,recipes,0.4,False,0.4,26,"n_rays_or_petals(npmi=+0.45, n=1) | n_concentric_rings(npmi=+0.29, n=2) | n_paragraphs(npmi=+0.27, n=2)",[body] recipes/herbal | has_central_star+has_moon_face
okchd,5,5,5,o,d,0.0,1.0,0.0,1.0,recipes,0.6,False,0.6,3,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
shokal,5,5,6,s,l,0.0,0.6,0.2,0.3846153846153846,recipes,0.4,False,0.4,3,"n_rays_or_petals(npmi=+0.45, n=1) | n_concentric_rings(npmi=+0.29, n=2) | n_paragraphs(npmi=+0.27, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
ockhey,5,5,6,o,y,0.0,1.0,0.6,0.35714285714285715,pharmaceutical,0.4,False,0.4,3,"n_containers(npmi=+0.41, n=2) | has_container(npmi=+0.38, n=2) | n_plant_fragments(npmi=+0.37, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
saly,5,5,4,s,y,0.0,0.4,0.0,0.6,biological,0.2,False,0.2,26,"has_central_object(npmi=+0.70, n=1) | has_marginal_annotation(npmi=+0.50, n=1) | n_concentric_rings(npmi=+0.29, n=2)",[body] recipes/herbal | has_central_star+has_moon_face
c,5,2,1,c,c,0.0,0.0,0.0,0.2,cosmological,0.8,False,0.8,6,"has_marginal_annotation(npmi=+0.67, n=1) | n_concentric_rings(npmi=+0.29, n=1) | has_radial_symmetry(npmi=+0.27, n=1)",[body] cosmological/herbal | has_marginal_annotation+fragments_are_whole_plants
chaly,5,4,5,c,y,0.0,0.8,0.6,0.17857142857142858,recipes,0.6,False,0.6,21,"n_paragraphs(npmi=+0.32, n=2) | n_decorative_motifs(npmi=+0.31, n=2) | n_stars(npmi=+0.27, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
dalal,5,5,5,d,l,0.0,0.6,0.2,0.3846153846153846,zodiac,0.4,False,0.4,3,"n_human_figures(npmi=+0.43, n=2) | has_human_figure(npmi=+0.34, n=3) | n_concentric_rings(npmi=+0.29, n=2)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
qotair,5,5,6,q,r,0.0,0.8,0.2,0.5769230769230769,recipes,0.6,False,0.6,26,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)",[body] recipes/herbal | has_central_star+has_moon_face
qokeal,5,5,6,q,l,0.0,1.0,0.2,0.7692307692307692,recipes,0.6,False,0.6,22,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)",[body] recipes/biological | has_central_star+has_T_O_diagram
ofar,5,5,4,o,r,0.0,0.8,0.0,0.8,herbal,0.4,False,0.4,3,"n_concentric_rings(npmi=+0.12, n=1) | n_paragraphs(npmi=+0.11, n=1) | n_decorative_motifs(npmi=+0.10, n=1)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
alchey,5,5,6,a,y,0.0,1.0,0.2,0.5769230769230769,recipes,0.4,False,0.4,28,"n_petals(npmi=+0.70, n=1) | n_stars(npmi=+0.34, n=3) | n_paragraphs(npmi=+0.27, n=2)",[body] herbal/recipes | has_moon_face+n_petals
